Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL24540,,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H]1CCCCN(C/C=C/c2ccccc2)C1=O,IC50,'=',280.0,nM
CHEMBL69373,,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H]1CSCCN(Cc2cccc(C(F)(F)F)c2)C1=O,IC50,'=',1600.0,nM
CHEMBL306655,,COc1ccc(C2Sc3ccccc3NC(=O)C2NC(=O)[C@H](Cc2ccc(OP(=O)(O)OCc3ccccc3)cc2)NC(=O)OC(C)(C)C)cc1,IC50,'=',873000.0,nM
CHEMBL283636,,O=C(N[C@H]1CCCCN(C/C=C/c2ccccc2)C1=O)c1ccc(OP(=O)(O)O)cc1,IC50,'=',2300.0,nM
CHEMBL474825,,CC(C)(C)OC(=O)N1C[C@H](n2cc(-c3ccc(O)cc3)c3c(N)ncnc32)C[C@H]1CO,IC50,'=',25.12,nM
CHEMBL355269,,COc1cccc(-c2cn(C3CCN(CC(=O)N(C)C)CC3)c3ncnc(N)c23)c1,IC50,'=',63.1,nM
CHEMBL168382,,COc1cccc(-c2cn(C3CCCC3)c3ncnc(N)c23)c1,IC50,'=',1.995,nM
CHEMBL169079,,COc1ccc(-c2cn(C3CCC3)c3ncnc(N)c23)cc1,IC50,'=',199.53,nM
CHEMBL511124,,Nc1ncnc2c1c(-c1ccccc1)cn2[C@H](CO)c1ccccc1,IC50,'=',5011.87,nM
CHEMBL122243,,Nc1ncnc2c1c(-c1ccccc1)nn2-c1ccccc1,IC50,'=',501.19,nM
CHEMBL173474,,O=c1[nH]cnc2c1c(-c1ccccc1)cn2-c1ccccc1,IC50,'=',10000.0,nM
CHEMBL478629,DORSOMORPHIN,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,IC50,'=',2.0,nM
CHEMBL245968,,COCCOCC(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1csc(C#CCOc2ccccc2)c1,IC50,'>',50000.0,nM
CHEMBL381738,,CN1CCN(CCCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,IC50,'>',20000.0,nM
CHEMBL201511,MALEIMIDE,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,IC50,'=',21000.0,nM
CHEMBL488646,,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,IC50,'=',4400.0,nM
CHEMBL1242115,,CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21,IC50,'=',3200.0,nM
CHEMBL422540,,c1ccc(-c2c(SSc3[nH]c4ccccc4c3-c3ccccc3)[nH]c3ccccc23)cc1,IC50,'>',100000.0,nM
CHEMBL231219,,Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,IC50,'=',14.0,nM
CHEMBL230899,,Cc1cc(-c2ccccn2)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,IC50,'=',1800.0,nM
CHEMBL460702,BMS-777607,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,IC50,'>',500.0,nM
